filename,label,manipulation_type,bbox_xyxy
fake_0004_3_text_overlay.jpg,1,text_overlay,"[205, 1460, 376, 1582]"
fake_0004_4_local_inconsistency.jpg,1,local_inconsistency,"[65, 692, 233, 759]"
real_0005.jpg,0,none,
fake_0005_0_splice.jpg,1,splice,"[338, 145, 402, 195]"
fake_0005_1_local_recompression.jpg,1,local_recompression,"[484, 497, 622, 588]"
fake_0005_2_local_inconsistency.jpg,1,local_inconsistency,"[49, 1349, 267, 1412]"
fake_0005_3_recompression.jpg,1,recompression,"[0, 0, 702, 1600]"
fake_0005_4_text_overlay.jpg,1,text_overlay,"[347, 223, 414, 303]"
real_0006.jpg,0,none,
fake_0006_0_recompression.jpg,1,recompression,"[0, 0, 702, 1600]"
fake_0006_1_text_overlay.jpg,1,text_overlay,"[553, 30, 620, 130]"
fake_0006_2_local_recompression.jpg,1,local_recompression,"[60, 337, 160, 417]"
fake_0006_3_local_inconsistency.jpg,1,local_inconsistency,"[465, 584, 570, 663]"
fake_0006_4_splice.jpg,1,splice,"[158, 388, 280, 493]"
real_0007.jpg,0,none,
fake_0007_0_local_recompression.jpg,1,local_recompression,"[543, 322, 620, 408]"
fake_0007_1_splice.jpg,1,splice,"[190, 140, 360, 194]"
fake_0007_2_local_inconsistency.jpg,1,local_inconsistency,"[252, 1185, 413, 1308]"
fake_0007_3_text_overlay.jpg,1,text_overlay,"[267, 418, 392, 507]"
fake_0007_4_recompression.jpg,1,recompression,"[0, 0, 702, 1600]"
real_0008.jpg,0,none,
fake_0008_0_splice.jpg,1,splice,"[135, 714, 255, 802]"
fake_0008_1_local_recompression.jpg,1,local_recompression,"[309, 1252, 401, 1366]"
fake_0008_2_text_overlay.jpg,1,text_overlay,"[306, 1358, 363, 1471]"
fake_0008_3_recompression.jpg,1,recompression,"[0, 0, 702, 1600]"
fake_0008_4_local_inconsistency.jpg,1,local_inconsistency,"[208, 1407, 398, 1512]"
real_0009.jpg,0,none,
fake_0009_0_splice.jpg,1,splice,"[133, 1304, 194, 1378]"
fake_0009_1_local_recompression.jpg,1,local_recompression,"[9, 229, 156, 311]"
fake_0009_2_local_inconsistency.jpg,1,local_inconsistency,"[76, 1117, 313, 1220]"
fake_0009_3_text_overlay.jpg,1,text_overlay,"[373, 81, 480, 132]"
fake_0009_4_recompression.jpg,1,recompression,"[0, 0, 702, 1600]"
real_0010.jpg,0,none,
fake_0010_0_text_overlay.jpg,1,text_overlay,"[421, 1371, 565, 1445]"
fake_0010_1_local_recompression.jpg,1,local_recompression,"[481, 455, 566, 572]"
fake_0010_2_recompression.jpg,1,recompression,"[0, 0, 702, 1600]"
fake_0010_3_splice.jpg,1,splice,"[408, 672, 490, 772]"
fake_0010_4_local_inconsistency.jpg,1,local_inconsistency,"[409, 1391, 553, 1490]"
real_0011.jpg,0,none,
fake_0011_0_splice.jpg,1,splice,"[321, 893, 390, 975]"
fake_0011_1_local_inconsistency.jpg,1,local_inconsistency,"[22, 1451, 253, 1514]"
fake_0011_2_local_recompression.jpg,1,local_recompression,"[201, 745, 367, 868]"
fake_0011_3_text_overlay.jpg,1,text_overlay,"[338, 1276, 402, 1377]"
fake_0011_4_recompression.jpg,1,recompression,"[0, 0, 702, 1600]"
real_0012.jpg,0,none,
fake_0012_0_local_inconsistency.jpg,1,local_inconsistency,"[315, 1165, 515, 1285]"
fake_0012_1_text_overlay.jpg,1,text_overlay,"[593, 1242, 683, 1324]"
fake_0012_2_splice.jpg,1,splice,"[173, 1349, 254, 1434]"
fake_0012_3_recompression.jpg,1,recompression,"[0, 0, 702, 1600]"
fake_0012_4_local_recompression.jpg,1,local_recompression,"[203, 301, 367, 366]"
real_0013.jpg,0,none,
fake_0013_0_splice.jpg,1,splice,"[199, 1471, 304, 1569]"
fake_0013_1_text_overlay.jpg,1,text_overlay,"[109, 870, 182, 973]"
fake_0013_2_recompression.jpg,1,recompression,"[0, 0, 702, 1600]"
fake_0013_3_local_recompression.jpg,1,local_recompression,"[543, 1144, 631, 1229]"
fake_0013_4_local_inconsistency.jpg,1,local_inconsistency,"[313, 1473, 551, 1592]"
real_0014.jpg,0,none,
fake_0014_0_recompression.jpg,1,recompression,"[0, 0, 702, 1600]"
fake_0014_1_text_overlay.jpg,1,text_overlay,"[244, 562, 391, 651]"
fake_0014_2_local_inconsistency.jpg,1,local_inconsistency,"[141, 308, 291, 399]"
fake_0014_3_local_recompression.jpg,1,local_recompression,"[555, 954, 634, 1034]"
fake_0014_4_splice.jpg,1,splice,"[398, 1196, 461, 1310]"
real_0015.jpg,0,none,
fake_0015_0_splice.jpg,1,splice,"[225, 999, 345, 1105]"
fake_0015_1_local_inconsistency.jpg,1,local_inconsistency,"[414, 1483, 523, 1557]"
fake_0015_2_text_overlay.jpg,1,text_overlay,"[403, 1212, 533, 1262]"
fake_0015_3_recompression.jpg,1,recompression,"[0, 0, 702, 1600]"
fake_0015_4_local_recompression.jpg,1,local_recompression,"[334, 691, 457, 755]"
real_0016.jpg,0,none,
fake_0016_0_local_inconsistency.jpg,1,local_inconsistency,"[358, 459, 466, 550]"
fake_0016_1_recompression.jpg,1,recompression,"[0, 0, 702, 1600]"
fake_0016_2_text_overlay.jpg,1,text_overlay,"[244, 258, 400, 355]"
fake_0016_3_splice.jpg,1,splice,"[117, 335, 264, 396]"
fake_0016_4_local_recompression.jpg,1,local_recompression,"[464, 768, 664, 862]"
real_0017.jpg,0,none,
fake_0017_0_text_overlay.jpg,1,text_overlay,"[123, 1159, 262, 1231]"
fake_0017_1_splice.jpg,1,splice,"[12, 860, 76, 959]"
fake_0017_2_local_inconsistency.jpg,1,local_inconsistency,"[470, 1448, 626, 1567]"
fake_0017_3_recompression.jpg,1,recompression,"[0, 0, 702, 1600]"
fake_0017_4_local_recompression.jpg,1,local_recompression,"[274, 660, 409, 774]"
real_0018.jpg,0,none,
fake_0018_0_splice.jpg,1,splice,"[344, 58, 468, 159]"
fake_0018_1_local_inconsistency.jpg,1,local_inconsistency,"[348, 572, 483, 683]"
fake_0018_2_text_overlay.jpg,1,text_overlay,"[87, 494, 144, 617]"
fake_0018_3_local_recompression.jpg,1,local_recompression,"[17, 190, 177, 277]"
fake_0018_4_recompression.jpg,1,recompression,"[0, 0, 702, 1600]"
real_0019.jpg,0,none,
fake_0019_0_text_overlay.jpg,1,text_overlay,"[563, 677, 685, 752]"
fake_0019_1_local_inconsistency.jpg,1,local_inconsistency,"[122, 1521, 244, 1584]"
fake_0019_2_recompression.jpg,1,recompression,"[0, 0, 702, 1600]"
fake_0019_3_local_recompression.jpg,1,local_recompression,"[289, 205, 460, 331]"
fake_0019_4_splice.jpg,1,splice,"[309, 28, 400, 104]"
real_0020.jpg,0,none,
fake_0020_0_splice.jpg,1,splice,"[291, 961, 361, 1009]"
fake_0020_1_local_inconsistency.jpg,1,local_inconsistency,"[441, 978, 688, 1046]"
fake_0020_2_recompression.jpg,1,recompression,"[0, 0, 720, 1600]"
fake_0020_3_local_recompression.jpg,1,local_recompression,"[311, 174, 404, 267]"
fake_0020_4_text_overlay.jpg,1,text_overlay,"[620, 1220, 692, 1329]"
real_0021.jpg,0,none,
fake_0021_0_recompression.jpg,1,recompression,"[0, 0, 720, 1600]"
fake_0021_1_local_inconsistency.jpg,1,local_inconsistency,"[108, 541, 352, 605]"
fake_0021_2_local_recompression.jpg,1,local_recompression,"[461, 1411, 543, 1459]"
fake_0021_3_text_overlay.jpg,1,text_overlay,"[289, 1439, 382, 1505]"
fake_0021_4_splice.jpg,1,splice,"[202, 870, 336, 970]"
real_0022.jpg,0,none,
fake_0022_0_text_overlay.jpg,1,text_overlay,"[582, 591, 659, 663]"
fake_0022_1_local_inconsistency.jpg,1,local_inconsistency,"[252, 896, 495, 984]"
fake_0022_2_splice.jpg,1,splice,"[93, 468, 190, 536]"
fake_0022_3_recompression.jpg,1,recompression,"[0, 0, 720, 1600]"
fake_0022_4_local_recompression.jpg,1,local_recompression,"[284, 371, 423, 471]"
real_0023.jpg,0,none,
fake_0023_0_recompression.jpg,1,recompression,"[0, 0, 720, 1600]"
fake_0023_1_splice.jpg,1,splice,"[507, 590, 669, 664]"
fake_0023_2_text_overlay.jpg,1,text_overlay,"[118, 827, 186, 895]"
fake_0023_3_local_inconsistency.jpg,1,local_inconsistency,"[510, 1280, 645, 1356]"
fake_0023_4_local_recompression.jpg,1,local_recompression,"[496, 248, 586, 319]"
real_0024.jpg,0,none,
fake_0024_0_local_recompression.jpg,1,local_recompression,"[95, 460, 246, 552]"
fake_0024_1_text_overlay.jpg,1,text_overlay,"[157, 1020, 271, 1077]"
fake_0024_2_local_inconsistency.jpg,1,local_inconsistency,"[467, 1128, 644, 1213]"
fake_0024_3_splice.jpg,1,splice,"[71, 565, 219, 623]"
fake_0024_4_recompression.jpg,1,recompression,"[0, 0, 720, 1600]"
real_0025.jpg,0,none,
fake_0025_0_local_recompression.jpg,1,local_recompression,"[556, 772, 677, 864]"
fake_0025_1_recompression.jpg,1,recompression,"[0, 0, 720, 1600]"
fake_0025_2_splice.jpg,1,splice,"[420, 89, 547, 155]"
fake_0025_3_text_overlay.jpg,1,text_overlay,"[155, 1014, 324, 1092]"
fake_0025_4_local_inconsistency.jpg,1,local_inconsistency,"[269, 935, 502, 1018]"
real_0026.jpg,0,none,
fake_0026_0_text_overlay.jpg,1,text_overlay,"[82, 672, 215, 751]"
fake_0026_1_splice.jpg,1,splice,"[36, 1264, 202, 1351]"
fake_0026_2_local_recompression.jpg,1,local_recompression,"[92, 888, 296, 1015]"
fake_0026_3_local_inconsistency.jpg,1,local_inconsistency,"[51, 908, 268, 1012]"
fake_0026_4_recompression.jpg,1,recompression,"[0, 0, 720, 1600]"
real_0027.jpg,0,none,
fake_0027_0_local_inconsistency.jpg,1,local_inconsistency,"[174, 358, 363, 469]"
fake_0027_1_recompression.jpg,1,recompression,"[0, 0, 720, 1600]"
fake_0027_2_splice.jpg,1,splice,"[260, 941, 335, 1025]"
fake_0027_3_local_recompression.jpg,1,local_recompression,"[161, 151, 348, 271]"
fake_0027_4_text_overlay.jpg,1,text_overlay,"[306, 1308, 479, 1435]"
real_0028.jpg,0,none,
fake_0028_0_recompression.jpg,1,recompression,"[0, 0, 720, 1600]"
fake_0028_1_local_recompression.jpg,1,local_recompression,"[405, 562, 519, 688]"
fake_0028_2_splice.jpg,1,splice,"[50, 1241, 176, 1343]"
fake_0028_3_local_inconsistency.jpg,1,local_inconsistency,"[224, 1303, 365, 1415]"
fake_0028_4_text_overlay.jpg,1,text_overlay,"[140, 1286, 291, 1388]"
real_0029.jpg,0,none,
fake_0029_0_local_inconsistency.jpg,1,local_inconsistency,"[67, 1104, 282, 1166]"
fake_0029_1_text_overlay.jpg,1,text_overlay,"[493, 604, 583, 665]"
fake_0029_2_splice.jpg,1,splice,"[406, 1141, 480, 1266]"
fake_0029_3_recompression.jpg,1,recompression,"[0, 0, 720, 1600]"
fake_0029_4_local_recompression.jpg,1,local_recompression,"[268, 1197, 357, 1274]"
real_0030.jpg,0,none,
fake_0030_0_local_inconsistency.jpg,1,local_inconsistency,"[574, 671, 685, 789]"
fake_0030_1_splice.jpg,1,splice,"[309, 1329, 467, 1449]"
fake_0030_2_local_recompression.jpg,1,local_recompression,"[504, 237, 712, 309]"
fake_0030_3_recompression.jpg,1,recompression,"[0, 0, 720, 1600]"
fake_0030_4_text_overlay.jpg,1,text_overlay,"[553, 858, 658, 935]"
real_0031.jpg,0,none,
fake_0031_0_local_recompression.jpg,1,local_recompression,"[241, 742, 344, 825]"
fake_0031_1_recompression.jpg,1,recompression,"[0, 0, 720, 1600]"
fake_0031_2_text_overlay.jpg,1,text_overlay,"[125, 931, 190, 1001]"
fake_0031_3_splice.jpg,1,splice,"[578, 420, 665, 478]"
fake_0031_4_local_inconsistency.jpg,1,local_inconsistency,"[336, 302, 475, 419]"
real_0032.jpg,0,none,
fake_0032_0_text_overlay.jpg,1,text_overlay,"[134, 30, 205, 147]"
fake_0032_1_local_recompression.jpg,1,local_recompression,"[538, 232, 617, 339]"
fake_0032_2_local_inconsistency.jpg,1,local_inconsistency,"[525, 1215, 701, 1325]"
fake_0032_3_recompression.jpg,1,recompression,"[0, 0, 720, 1600]"
fake_0032_4_splice.jpg,1,splice,"[31, 124, 125, 223]"
real_0033.jpg,0,none,
fake_0033_0_splice.jpg,1,splice,"[151, 134, 318, 207]"
fake_0033_1_recompression.jpg,1,recompression,"[0, 0, 720, 1600]"
fake_0033_2_local_inconsistency.jpg,1,local_inconsistency,"[232, 1035, 483, 1125]"
fake_0033_3_text_overlay.jpg,1,text_overlay,"[220, 880, 381, 980]"
fake_0033_4_local_recompression.jpg,1,local_recompression,"[320, 874, 449, 980]"
real_0034.jpg,0,none,
fake_0034_0_local_inconsistency.jpg,1,local_inconsistency,"[442, 197, 563, 251]"
fake_0034_1_local_recompression.jpg,1,local_recompression,"[575, 675, 655, 799]"
fake_0034_2_splice.jpg,1,splice,"[433, 1476, 540, 1593]"
fake_0034_3_text_overlay.jpg,1,text_overlay,"[217, 316, 317, 410]"
fake_0034_4_recompression.jpg,1,recompression,"[0, 0, 720, 1600]"
real_0035.jpg,0,none,
fake_0035_0_text_overlay.jpg,1,text_overlay,"[316, 695, 377, 764]"
fake_0035_1_recompression.jpg,1,recompression,"[0, 0, 720, 1600]"
fake_0035_2_local_inconsistency.jpg,1,local_inconsistency,"[271, 440, 518, 495]"
fake_0035_3_splice.jpg,1,splice,"[581, 1221, 676, 1294]"
fake_0035_4_local_recompression.jpg,1,local_recompression,"[83, 557, 263, 608]"
real_0036.jpg,0,none,
fake_0036_0_recompression.jpg,1,recompression,"[0, 0, 720, 1600]"
fake_0036_1_local_recompression.jpg,1,local_recompression,"[498, 1079, 619, 1135]"
fake_0036_2_local_inconsistency.jpg,1,local_inconsistency,"[56, 15, 170, 94]"
fake_0036_3_text_overlay.jpg,1,text_overlay,"[122, 15, 273, 86]"
fake_0036_4_splice.jpg,1,splice,"[362, 147, 505, 235]"
real_0037.jpg,0,none,
fake_0037_0_splice.jpg,1,splice,"[117, 829, 261, 910]"
fake_0037_1_local_inconsistency.jpg,1,local_inconsistency,"[353, 741, 597, 825]"
fake_0037_2_recompression.jpg,1,recompression,"[0, 0, 720, 1600]"
fake_0037_3_text_overlay.jpg,1,text_overlay,"[226, 682, 390, 789]"
fake_0037_4_local_recompression.jpg,1,local_recompression,"[359, 1489, 458, 1599]"
real_0038.jpg,0,none,
fake_0038_0_text_overlay.jpg,1,text_overlay,"[77, 362, 155, 422]"
fake_0038_1_splice.jpg,1,splice,"[330, 1284, 495, 1383]"
fake_0038_2_recompression.jpg,1,recompression,"[0, 0, 720, 1600]"
fake_0038_3_local_recompression.jpg,1,local_recompression,"[360, 1039, 546, 1134]"
fake_0038_4_local_inconsistency.jpg,1,local_inconsistency,"[58, 755, 210, 839]"
real_0039.jpg,0,none,
fake_0039_0_splice.jpg,1,splice,"[192, 658, 360, 751]"
fake_0039_1_recompression.jpg,1,recompression,"[0, 0, 720, 1600]"
fake_0039_2_text_overlay.jpg,1,text_overlay,"[86, 1033, 242, 1147]"
fake_0039_3_local_recompression.jpg,1,local_recompression,"[312, 325, 526, 414]"
fake_0039_4_local_inconsistency.jpg,1,local_inconsistency,"[418, 692, 579, 762]"
real_0040.jpg,0,none,
fake_0040_0_local_inconsistency.jpg,1,local_inconsistency,"[153, 682, 301, 787]"
fake_0040_1_splice.jpg,1,splice,"[401, 264, 496, 364]"
fake_0040_2_text_overlay.jpg,1,text_overlay,"[336, 261, 431, 339]"
fake_0040_3_recompression.jpg,1,recompression,"[0, 0, 720, 1600]"
fake_0040_4_local_recompression.jpg,1,local_recompression,"[497, 393, 594, 458]"
real_0041.jpg,0,none,
fake_0041_0_text_overlay.jpg,1,text_overlay,"[539, 77, 658, 168]"
fake_0041_1_local_recompression.jpg,1,local_recompression,"[169, 1476, 267, 1579]"
fake_0041_2_splice.jpg,1,splice,"[243, 909, 305, 986]"
fake_0041_3_recompression.jpg,1,recompression,"[0, 0, 720, 1600]"
fake_0041_4_local_inconsistency.jpg,1,local_inconsistency,"[480, 397, 632, 509]"
real_0042.jpg,0,none,
fake_0042_0_recompression.jpg,1,recompression,"[0, 0, 720, 1600]"
fake_0042_1_local_inconsistency.jpg,1,local_inconsistency,"[246, 760, 479, 812]"
fake_0042_2_text_overlay.jpg,1,text_overlay,"[164, 558, 325, 628]"
fake_0042_3_local_recompression.jpg,1,local_recompression,"[357, 54, 560, 167]"
fake_0042_4_splice.jpg,1,splice,"[241, 790, 305, 878]"
real_0043.jpg,0,none,
fake_0043_0_local_inconsistency.jpg,1,local_inconsistency,"[483, 1425, 610, 1495]"
fake_0043_1_splice.jpg,1,splice,"[19, 524, 151, 644]"
fake_0043_2_local_recompression.jpg,1,local_recompression,"[113, 590, 289, 680]"
fake_0043_3_text_overlay.jpg,1,text_overlay,"[429, 1308, 523, 1359]"
fake_0043_4_recompression.jpg,1,recompression,"[0, 0, 720, 1600]"
real_0044.jpg,0,none,
fake_0044_0_local_recompression.jpg,1,local_recompression,"[246, 1168, 379, 1265]"
fake_0044_1_text_overlay.jpg,1,text_overlay,"[536, 738, 616, 839]"
fake_0044_2_local_inconsistency.jpg,1,local_inconsistency,"[481, 89, 661, 138]"
fake_0044_3_splice.jpg,1,splice,"[353, 493, 412, 604]"
fake_0044_4_recompression.jpg,1,recompression,"[0, 0, 716, 1600]"
real_0045.jpg,0,none,
fake_0045_0_local_recompression.jpg,1,local_recompression,"[93, 276, 305, 362]"
fake_0045_1_local_inconsistency.jpg,1,local_inconsistency,"[18, 600, 227, 723]"
fake_0045_2_recompression.jpg,1,recompression,"[0, 0, 716, 1600]"
fake_0045_3_splice.jpg,1,splice,"[259, 74, 436, 165]"
fake_0045_4_text_overlay.jpg,1,text_overlay,"[339, 559, 491, 676]"
real_0046.jpg,0,none,
fake_0046_0_recompression.jpg,1,recompression,"[0, 0, 716, 1600]"
fake_0046_1_local_inconsistency.jpg,1,local_inconsistency,"[308, 369, 519, 423]"
fake_0046_2_splice.jpg,1,splice,"[436, 341, 573, 413]"
fake_0046_3_text_overlay.jpg,1,text_overlay,"[445, 562, 590, 682]"
fake_0046_4_local_recompression.jpg,1,local_recompression,"[31, 292, 217, 394]"
real_0047.jpg,0,none,
fake_0047_0_splice.jpg,1,splice,"[33, 1239, 134, 1362]"
fake_0047_1_text_overlay.jpg,1,text_overlay,"[78, 1175, 180, 1258]"
fake_0047_2_local_recompression.jpg,1,local_recompression,"[26, 381, 137, 505]"
fake_0047_3_local_inconsistency.jpg,1,local_inconsistency,"[120, 536, 301, 657]"
fake_0047_4_recompression.jpg,1,recompression,"[0, 0, 716, 1600]"
real_0048.jpg,0,none,
fake_0048_0_splice.jpg,1,splice,"[89, 1396, 255, 1479]"
fake_0048_1_text_overlay.jpg,1,text_overlay,"[307, 322, 372, 413]"
fake_0048_2_local_recompression.jpg,1,local_recompression,"[121, 1011, 333, 1122]"
fake_0048_3_recompression.jpg,1,recompression,"[0, 0, 716, 1600]"
fake_0048_4_local_inconsistency.jpg,1,local_inconsistency,"[132, 1253, 306, 1379]"
real_0049.jpg,0,none,
fake_0049_0_recompression.jpg,1,recompression,"[0, 0, 716, 1600]"
fake_0049_1_local_recompression.jpg,1,local_recompression,"[131, 1129, 269, 1218]"
fake_0049_2_text_overlay.jpg,1,text_overlay,"[514, 113, 664, 171]"
fake_0049_3_splice.jpg,1,splice,"[354, 1062, 450, 1166]"
fake_0049_4_local_inconsistency.jpg,1,local_inconsistency,"[128, 1280, 326, 1372]"
real_0050.jpg,0,none,
fake_0050_0_text_overlay.jpg,1,text_overlay,"[46, 1313, 203, 1363]"
fake_0050_1_local_recompression.jpg,1,local_recompression,"[558, 593, 633, 712]"
fake_0050_2_splice.jpg,1,splice,"[415, 609, 531, 721]"
fake_0050_3_recompression.jpg,1,recompression,"[0, 0, 716, 1600]"
fake_0050_4_local_inconsistency.jpg,1,local_inconsistency,"[147, 640, 323, 704]"
real_0051.jpg,0,none,
fake_0051_0_local_inconsistency.jpg,1,local_inconsistency,"[273, 920, 426, 1005]"
fake_0051_1_recompression.jpg,1,recompression,"[0, 0, 716, 1600]"
fake_0051_2_splice.jpg,1,splice,"[335, 1183, 509, 1303]"
fake_0051_3_text_overlay.jpg,1,text_overlay,"[510, 631, 627, 720]"
fake_0051_4_local_recompression.jpg,1,local_recompression,"[180, 99, 390, 164]"
real_0052.jpg,0,none,
fake_0052_0_local_inconsistency.jpg,1,local_inconsistency,"[441, 274, 625, 389]"
fake_0052_1_recompression.jpg,1,recompression,"[0, 0, 716, 1600]"
fake_0052_2_local_recompression.jpg,1,local_recompression,"[295, 150, 448, 213]"
fake_0052_3_text_overlay.jpg,1,text_overlay,"[286, 1276, 404, 1385]"
fake_0052_4_splice.jpg,1,splice,"[374, 295, 528, 370]"
real_0053.jpg,0,none,
fake_0053_0_local_recompression.jpg,1,local_recompression,"[531, 935, 704, 1047]"
fake_0053_1_splice.jpg,1,splice,"[335, 1255, 466, 1344]"
fake_0053_2_recompression.jpg,1,recompression,"[0, 0, 716, 1600]"
fake_0053_3_local_inconsistency.jpg,1,local_inconsistency,"[362, 1152, 588, 1242]"
fake_0053_4_text_overlay.jpg,1,text_overlay,"[315, 1409, 454, 1535]"
real_0054.jpg,0,none,
fake_0054_0_local_recompression.jpg,1,local_recompression,"[389, 302, 485, 400]"
fake_0054_1_text_overlay.jpg,1,text_overlay,"[112, 390, 173, 513]"
fake_0054_2_local_inconsistency.jpg,1,local_inconsistency,"[396, 1252, 602, 1332]"
fake_0054_3_splice.jpg,1,splice,"[212, 1148, 276, 1207]"
fake_0054_4_recompression.jpg,1,recompression,"[0, 0, 716, 1600]"
real_0055.jpg,0,none,
fake_0055_0_local_recompression.jpg,1,local_recompression,"[252, 571, 410, 634]"
fake_0055_1_local_inconsistency.jpg,1,local_inconsistency,"[304, 591, 454, 714]"
fake_0055_2_recompression.jpg,1,recompression,"[0, 0, 716, 1600]"
fake_0055_3_text_overlay.jpg,1,text_overlay,"[556, 777, 648, 870]"
fake_0055_4_splice.jpg,1,splice,"[452, 1343, 625, 1397]"
real_0056.jpg,0,none,
fake_0056_0_text_overlay.jpg,1,text_overlay,"[245, 496, 315, 603]"
fake_0056_1_local_inconsistency.jpg,1,local_inconsistency,"[102, 1395, 268, 1500]"
fake_0056_2_recompression.jpg,1,recompression,"[0, 0, 716, 1600]"
fake_0056_3_local_recompression.jpg,1,local_recompression,"[244, 1332, 449, 1450]"
fake_0056_4_splice.jpg,1,splice,"[292, 1322, 441, 1392]"
real_0057.jpg,0,none,
fake_0057_0_text_overlay.jpg,1,text_overlay,"[406, 1014, 576, 1064]"
fake_0057_1_splice.jpg,1,splice,"[343, 582, 473, 704]"
fake_0057_2_recompression.jpg,1,recompression,"[0, 0, 716, 1600]"
fake_0057_3_local_recompression.jpg,1,local_recompression,"[338, 332, 448, 444]"
fake_0057_4_local_inconsistency.jpg,1,local_inconsistency,"[14, 690, 214, 795]"
real_0058.jpg,0,none,
fake_0058_0_text_overlay.jpg,1,text_overlay,"[143, 977, 249, 1032]"
fake_0058_1_recompression.jpg,1,recompression,"[0, 0, 716, 1600]"
fake_0058_2_local_recompression.jpg,1,local_recompression,"[267, 1338, 422, 1431]"
fake_0058_3_local_inconsistency.jpg,1,local_inconsistency,"[60, 953, 266, 1005]"
fake_0058_4_splice.jpg,1,splice,"[318, 1413, 484, 1517]"
real_0059.jpg,0,none,
fake_0059_0_local_inconsistency.jpg,1,local_inconsistency,"[232, 1240, 476, 1326]"
fake_0059_1_local_recompression.jpg,1,local_recompression,"[223, 506, 403, 618]"
fake_0059_2_recompression.jpg,1,recompression,"[0, 0, 716, 1600]"
fake_0059_3_splice.jpg,1,splice,"[63, 1121, 129, 1214]"
fake_0059_4_text_overlay.jpg,1,text_overlay,"[532, 904, 607, 978]"
real_0060.jpg,0,none,
fake_0060_0_recompression.jpg,1,recompression,"[0, 0, 716, 1600]"
fake_0060_1_splice.jpg,1,splice,"[22, 810, 135, 922]"
fake_0060_2_text_overlay.jpg,1,text_overlay,"[352, 1434, 479, 1485]"
fake_0060_3_local_recompression.jpg,1,local_recompression,"[184, 277, 323, 347]"
fake_0060_4_local_inconsistency.jpg,1,local_inconsistency,"[459, 773, 620, 892]"
real_0061.jpg,0,none,
fake_0061_0_local_recompression.jpg,1,local_recompression,"[541, 260, 638, 350]"
fake_0061_1_text_overlay.jpg,1,text_overlay,"[305, 948, 463, 1056]"
fake_0061_2_local_inconsistency.jpg,1,local_inconsistency,"[158, 564, 298, 648]"
fake_0061_3_recompression.jpg,1,recompression,"[0, 0, 716, 1600]"
fake_0061_4_splice.jpg,1,splice,"[16, 492, 148, 614]"
real_0062.jpg,0,none,
fake_0062_0_splice.jpg,1,splice,"[239, 1105, 386, 1185]"
fake_0062_1_recompression.jpg,1,recompression,"[0, 0, 716, 1600]"
fake_0062_2_local_inconsistency.jpg,1,local_inconsistency,"[328, 485, 518, 594]"
fake_0062_3_local_recompression.jpg,1,local_recompression,"[62, 1140, 165, 1212]"
fake_0062_4_text_overlay.jpg,1,text_overlay,"[507, 96, 640, 178]"
real_0063.jpg,0,none,
fake_0063_0_recompression.jpg,1,recompression,"[0, 0, 716, 1600]"
fake_0063_1_text_overlay.jpg,1,text_overlay,"[474, 118, 635, 177]"
fake_0063_2_local_recompression.jpg,1,local_recompression,"[80, 921, 186, 985]"
fake_0063_3_local_inconsistency.jpg,1,local_inconsistency,"[195, 105, 315, 210]"
fake_0063_4_splice.jpg,1,splice,"[222, 981, 385, 1044]"
real_0064.jpg,0,none,
fake_0064_0_splice.jpg,1,splice,"[209, 812, 377, 915]"
