url_risk,sms_risk,qr_risk,image_risk,email_risk,url_present,sms_present,qr_present,image_present,email_present,label
0.5,0.5,0.5,0.5,1.0,0,0,0,0,1,1
0.8660319705046752,0.9885160771059776,0.5,0.5,0.5,1,1,0,0,0,1
0.9099932532778818,1.0,0.561069997737625,0.5,1.0,1,1,1,0,1,1
0.705916879712279,0.5,1.0,0.862760266965456,0.5,1,0,1,1,0,1
0.08963707266255544,0.0,0.5,0.5,0.12440782235421227,1,1,0,0,1,0
0.5,0.8470247234156122,0.5,0.794124604030424,0.5,0,1,0,1,0,1
0.9049548836249609,0.5,1.0,0.5,0.9883278996073162,1,0,1,0,1,1
0.054210604823423415,0.5,0.31521478597035746,0.5,0.5,1,0,1,0,0,0
1.0,0.9683664253426949,0.5,0.5,0.7683049170685141,1,1,0,0,1,1
0.5,0.5,0.4546575288989975,0.5,0.5,0,0,1,0,0,1
1.0,1.0,0.5,0.5,1.0,1,1,0,0,1,1
0.0,0.12685828164376417,0.5,0.5,0.1740360048251358,1,1,0,0,1,0
0.5,0.5,0.5,0.5,0.07579829726354945,0,0,0,0,1,0
1.0,0.5,0.5,0.5,1.0,1,0,0,0,1,1
0.9389687471441296,0.5,0.7857666383448573,0.5,1.0,1,0,1,0,1,1
0.5,0.0,0.5,0.5,0.5,0,1,0,0,0,0
0.5,0.06184731677402539,0.5,0.5,0.5,0,1,0,0,0,0
0.5,0.5,0.6078170811618806,0.708133182135914,0.5,0,0,1,1,0,1
1.0,0.5,0.5,0.5,0.5,1,0,0,0,0,1
0.5,0.5,0.5,0.6252339636828966,0.0,0,0,0,1,1,0
0.11841453154681164,0.5,0.0,0.5,0.5,1,0,1,0,0,0
0.9126300332297402,0.5,0.5,0.5,0.9963659974812872,1,0,0,0,1,1
1.0,0.5,0.5,0.7267860128347862,0.9965069633000697,1,0,0,1,1,1
0.5,0.0873520675966892,0.5,0.5,0.02993623629740433,0,1,0,0,1,0
0.0,0.5,0.0800092619840832,0.5,0.17723350635093688,1,0,1,0,1,0
0.023883620445685226,0.08738321741613614,0.5,0.5,0.5,1,1,0,0,0,0
0.8120844994947197,0.8545511349004822,0.633928020688634,0.5,0.9466613783741542,1,1,1,0,1,1
0.060779012872080845,0.5,0.5,0.522038573361628,0.5,1,0,0,1,0,0
0.5,0.5,0.5,0.526960905708433,0.5,0,0,0,1,0,0
0.11997912322609591,0.009524480928675723,0.5,0.5,0.18483030422893065,1,1,0,0,1,0
0.6780954439772109,0.8791919817340997,0.5,0.5,0.5,1,1,0,0,0,1
0.08578900627786512,0.12839263531348277,0.5,0.7583513492569071,0.5,1,1,0,1,0,0
0.026431005075089706,0.0,0.2138334192537591,0.5,0.5,1,1,1,0,0,0
0.057745182996521704,0.5,0.5,0.5,0.016158694342792206,1,0,0,0,1,0
0.0,0.09926400111224709,0.3653883150171302,0.5,0.09130336758737664,1,1,1,0,1,0
0.5,0.05762632958561302,0.39079229499755724,0.5,0.12991152489667857,0,1,1,0,1,0
0.5,0.5,0.5,1.0,0.8278291956682292,0,0,0,1,1,1
0.0,0.5,0.5,0.5,0.5,1,0,0,0,0,0
0.11628048391882645,0.5,0.5,0.5,0.5,1,0,0,0,0,0
0.5,0.5,0.5,0.5,1.0,0,0,0,0,1,1
0.8618871424940783,0.5,0.5,0.5,0.5,1,0,0,0,0,1
0.04254971965698612,0.5,0.3420003778308236,0.5,0.5,1,0,1,0,0,0
1.0,0.5,0.5,0.5,0.5,1,0,0,0,0,1
0.5,0.5,0.5,0.5,0.22137571936044792,0,0,0,0,1,0
0.5,0.8083395035120534,0.5,0.8351015081915294,1.0,0,1,0,1,1,1
0.0,0.5,0.5,0.5,0.049959720082154414,1,0,0,0,1,0
0.5,0.0,0.5,0.5,0.5,0,1,0,0,0,0
0.5,0.809391950394706,0.5,0.8536607100607307,0.5,0,1,0,1,0,1
0.5,0.5,0.14965916805651042,0.5,0.16007750830691866,0,0,1,0,1,0
0.005530957655909925,0.13764761932406827,0.5,0.5,0.0,1,1,0,0,1,0
0.5,0.0,0.2047924743204915,0.5820676619297342,0.5,0,1,1,1,0,0
0.5,0.5,0.5,0.5,0.9552102558756548,0,0,0,0,1,1
0.5,0.0,0.5,0.5,0.16446515454558117,0,1,0,0,1,0
1.0,0.5,0.4037826317121306,0.5,0.5,1,0,1,0,0,1
0.027731208804914954,0.5,0.5,0.5,0.0,1,0,0,0,1,0
0.921976809116231,0.5,0.5,1.0,0.5,1,0,0,1,0,1
0.5,0.5,0.5,0.5,0.0,0,0,0,0,1,0
0.5,1.0,0.5,0.5,0.5,0,1,0,0,0,1
0.5,0.01496932775830431,0.5,0.5,0.5,0,1,0,0,0,0
0.7392293651588844,0.9951177162482625,0.6773873309956081,0.5,0.953068786705369,1,1,1,0,1,1
0.1460654041824563,0.5,0.07879448201477685,0.5,0.5,1,0,1,0,0,0
0.0,0.5,0.5,0.5,0.15733739549181028,1,0,0,0,1,0
0.9485354395107348,1.0,0.5,0.9125991777224806,0.9509640801349313,1,1,0,1,1,1
0.07316106043713208,0.5,0.5,0.5,0.19411678440394528,1,0,0,0,1,0
0.5,0.5,0.5,0.3515360261968625,0.5,0,0,0,1,0,0
0.948937492099686,0.5,0.5,0.5,0.5,1,0,0,0,0,1
1.0,0.8611916930379226,0.5,0.5,1.0,1,1,0,0,1,1
0.9107939621257445,0.5,0.5,0.5,1.0,1,0,0,0,1,1
0.5,0.5,0.5,0.5,0.1430379523122669,0,0,0,0,1,0
0.0,0.0,0.5,0.7116838217149822,0.3341130962083327,1,1,0,1,1,0
0.0,0.0,0.2127561743253784,0.5915213112667341,0.0,1,1,1,1,1,0
0.0,0.5,0.21331712770636144,0.6697046439850858,0.5,1,0,1,1,0,0
0.5,0.5,0.5,0.8724949232291722,0.5,0,0,0,1,0,0
0.022824805918696244,0.0,0.5,0.8959255858884698,0.5,1,1,0,1,0,0
0.5,0.5,0.5,0.9646210636084541,0.5,0,0,0,1,0,1
0.1347230980478913,0.004940646619784158,0.5,0.7149424256540199,0.5,1,1,0,1,0,0
0.0,0.5,0.5,0.5,0.0,1,0,0,0,1,0
